"Sample","AMF","Fert","Till","Family","Genus","Species","Metabarcoding","RNA_taxonomy","detected_metabar","detected_rna","detection_class"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00216",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00222",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00234",0.000313054367108421,0,TRUE,FALSE,"Metabarcoding_only"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00247",9.2493335736579e-05,0.00323130250866577,TRUE,TRUE,"Both"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00248",3.79459838919298e-05,0.00117501909406028,TRUE,TRUE,"Both"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00287",8.06352157703509e-05,0,TRUE,FALSE,"Metabarcoding_only"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00294",9.2493335736579e-05,0,TRUE,FALSE,"Metabarcoding_only"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00301",0,0.00334880441807179,FALSE,TRUE,"RNA_only"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00304",3.79459838919298e-05,0.0110451794841666,TRUE,TRUE,"Both"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00310",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00312",0,0.00346630632747782,FALSE,TRUE,"RNA_only"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00319",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00322",0.000595277622304649,0,TRUE,FALSE,"Metabarcoding_only"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00323",0.00359301034976711,0,TRUE,FALSE,"Metabarcoding_only"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00331",0.0324438162276,0.0584571999294989,TRUE,TRUE,"Both"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00332",0.0465597222353979,0.00440632160272604,TRUE,TRUE,"Both"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00342",0.00483336969823456,0.00963515657129428,TRUE,TRUE,"Both"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00343",0.00096287934125772,0,TRUE,FALSE,"Metabarcoding_only"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00359",0,0,FALSE,FALSE,"Neither"
