name,uid,phylum,family,genus,kingdom
Tirmania,160516,Ascomycota,Pezizaceae,Tirmania,Fungi
Toensbergia,1454054,Ascomycota,Sporastatiaceae,Toensbergia,Fungi
Tolypocladium,29909,Ascomycota,Ophiocordycipitaceae,Tolypocladium,Fungi
Torrubiella,153665,Ascomycota,Cordycipitaceae,Torrubiella,Fungi
Tortispora,1540147,Ascomycota,Trigonopsidaceae,Tortispora,Fungi
Torulaspora,4948,Ascomycota,Saccharomycetaceae,Torulaspora,Fungi
Tothia,1048954,Ascomycota,Cylindrosympodiaceae,Tothia,Fungi
Trapelia,91806,Ascomycota,Trapeliaceae,Trapelia,Fungi
Trematosphaeria,100048,Ascomycota,Trematosphaeriaceae,Trematosphaeria,Fungi
Triangularia,252192,Ascomycota,Podosporaceae,Triangularia,Fungi
Tricharina,43430,Ascomycota,Pyronemataceae,Tricharina,Fungi
Trichocladium,290625,Ascomycota,Chaetomiaceae,Trichocladium,Fungi
Trichocoma,76770,Ascomycota,Trichocomaceae,Trichocoma,Fungi
Trichodelitschia,372047,Ascomycota,Phaeotrichaceae,Trichodelitschia,Fungi
Trichoderma,5543,Ascomycota,Hypocreaceae,Trichoderma,Fungi
Trichoglossum,265103,Ascomycota,Geoglossaceae,Trichoglossum,Fungi
Trichomonascus,229045,Ascomycota,Trichomonascaceae,Trichomonascus,Fungi
Trichophaea,47212,Ascomycota,Pyronemataceae,Trichophaea,Fungi
Trichophyton,5550,Ascomycota,Arthrodermataceae,Trichophyton,Fungi
Trichothecium,231006,Ascomycota,NA,Trichothecium,Fungi
Tricladium,223899,Ascomycota,Tricladiaceae,Tricladium,Fungi
Trizodia,1206386,Ascomycota,NA,Trizodia,Fungi
Truncatella,152317,Ascomycota,Sporocadaceae,Truncatella,Fungi
Tuber,36048,Ascomycota,Tuberaceae,Tuber,Fungi
Tympanopsis,714524,Ascomycota,Scortechiniaceae,Tympanopsis,Fungi
Umbilicaria,87270,Ascomycota,Umbilicariaceae,Umbilicaria,Fungi
Uncinocarpus,33187,Ascomycota,Onygenaceae,Uncinocarpus,Fungi
Usnea,86620,Ascomycota,Parmeliaceae,Usnea,Fungi
Usnochroma,1301585,Ascomycota,Teloschistaceae,Usnochroma,Fungi
Ustilaginoidea,124426,Ascomycota,Clavicipitaceae,Ustilaginoidea,Fungi
Ustulina,109377,Ascomycota,Xylariaceae,Ustulina,Fungi
Valsa,83174,Ascomycota,Cytosporaceae,Valsa,Fungi
Vanderwaltozyma,374469,Ascomycota,Saccharomycetaceae,Vanderwaltozyma,Fungi
Varicellaria,160983,Ascomycota,Pertusariaceae,Varicellaria,Fungi
Varicosporium,252463,Ascomycota,Discinellaceae,Varicosporium,Fungi
Variospora,1301588,Ascomycota,Teloschistaceae,Variospora,Fungi
Venturia,5024,Ascomycota,Venturiaceae,Venturia,Fungi
Venustampulla,2656786,Ascomycota,Pleuroascaceae,Venustampulla,Fungi
Vermiconidia,1485006,Ascomycota,Extremaceae,Vermiconidia,Fungi
Verruciconidia,3054436,Ascomycota,Bionectriaceae,Verruciconidia,Fungi
Verruconis,1494215,Ascomycota,Sympoventuriaceae,Verruconis,Fungi
Verticillium,1036719,Ascomycota,Plectosphaerellaceae,Verticillium,Fungi
Vezdaea,2027319,Ascomycota,Vezdaeaceae,Vezdaea,Fungi
Virgatospora,1860082,Ascomycota,Stachybotryaceae,Virgatospora,Fungi
Viridothelium,1929940,Ascomycota,Trypetheliaceae,Viridothelium,Fungi
Volutella,145966,Ascomycota,Nectriaceae,Volutella,Fungi
Waltergamsia,3055447,Ascomycota,Bionectriaceae,Waltergamsia,Fungi
Watsoniomyces,2817108,Ascomycota,Porocyphaceae,Watsoniomyces,Fungi
Westerdykella,45153,Ascomycota,Sporormiaceae,Westerdykella,Fungi
Whalleya,110546,Ascomycota,Xylariaceae,Whalleya,Fungi
Wickerhamiella,45787,Ascomycota,Trichomonascaceae,Wickerhamiella,Fungi
Wickerhamomyces,599737,Ascomycota,Wickerhamomycetaceae,Wickerhamomyces,Fungi
Wilcoxina,43429,Ascomycota,Pyronemataceae,Wilcoxina,Fungi
Xanthomendoza,189613,Ascomycota,Teloschistaceae,Xanthomendoza,Fungi
Xanthoria,88741,Ascomycota,Teloschistaceae,Xanthoria,Fungi
Xeropilidium,2107682,Ascomycota,Chaetomellaceae,Xeropilidium,Fungi
Xylaria,37991,Ascomycota,Xylariaceae,Xylaria,Fungi
Xylariaceae,37990,Ascomycota,Xylariaceae,NA,Fungi
Xylariales,37989,Ascomycota,NA,NA,Fungi
Xylariomycetidae,222545,Ascomycota,NA,NA,Fungi
Xylogone,756023,Ascomycota,NA,Xylogone,Fungi
Xylographa,223428,Ascomycota,Xylographaceae,Xylographa,Fungi
Xylona,1217823,Ascomycota,Xylonaceae,Xylona,Fungi
Yarrowia,4951,Ascomycota,NA,Yarrowia,Fungi
Zalerion,42464,Ascomycota,Lulworthiaceae,Zalerion,Fungi
Zasmidium,395590,Ascomycota,Mycosphaerellaceae,Zasmidium,Fungi
Zopfia,160034,Ascomycota,Zopfiaceae,Zopfia,Fungi
Zopfiella,252180,Ascomycota,Chaetomiaceae,Zopfiella,Fungi
Zygosaccharomyces,4953,Ascomycota,Saccharomycetaceae,Zygosaccharomyces,Fungi
Zymoseptoria,1047167,Ascomycota,Mycosphaerellaceae,Zymoseptoria,Fungi
[Ashbya],33170,Ascomycota,Saccharomycetaceae,Eremothecium,Fungi
[Candida],5475,Ascomycota,Debaryomycetaceae,Candida,Fungi
[Gibberella],5506,Ascomycota,Nectriaceae,Fusarium,Fungi
[Hypocrella],42305,Ascomycota,Clavicipitaceae,Hypocrella,Fungi
[Torrubiella],153665,Ascomycota,Cordycipitaceae,Torrubiella,Fungi
Atribacteraceae,2847776,Atribacterota,Atribacteraceae,NA,Bacteria
Atribacterota,67818,Atribacterota,NA,NA,Bacteria
Achnanthes,216727,Bacillariophyta,Achnanthaceae,Achnanthes,Protists
Asterionellopsis,33639,Bacillariophyta,Fragilariaceae,Asterionellopsis,Protists
Bellerochea,210443,Bacillariophyta,Bellerocheaceae,Bellerochea,Protists
Chaetoceros,49237,Bacillariophyta,Chaetocerotaceae,Chaetoceros,Protists
Conticribra,1577724,Bacillariophyta,Thalassiosiraceae,Conticribra,Protists
Corethron,49242,Bacillariophyta,Corethraceae,Corethron,Protists
Coscinodiscus,33641,Bacillariophyta,Coscinodiscaceae,Coscinodiscus,Protists
Cyclotella,29203,Bacillariophyta,Stephanodiscaceae,Cyclotella,Protists
Cylindrotheca,2852,Bacillariophyta,Bacillariaceae,Cylindrotheca,Protists
Detonula,83370,Bacillariophyta,Thalassiosiraceae,Detonula,Protists
Ditylum,49248,Bacillariophyta,Lithodesmiaceae,Ditylum,Protists
Entomoneis,186042,Bacillariophyta,Entomoneidaceae,Entomoneis,Protists
Fistulifera,880756,Bacillariophyta,Naviculaceae,Fistulifera,Protists
Fragilaria,33644,Bacillariophyta,Fragilariaceae,Fragilaria,Protists
Fragilariopsis,186035,Bacillariophyta,Bacillariaceae,Fragilariopsis,Protists
Halamphora,1242273,Bacillariophyta,Amphipleuraceae,Halamphora,Protists
Haslea,67475,Bacillariophyta,Naviculaceae,Haslea,Protists
Leptocylindrus,163515,Bacillariophyta,Leptocylindraceae,Leptocylindrus,Protists
Mayamaea,431390,Bacillariophyta,Naviculaceae,Mayamaea,Protists
Nanofrustulum,210601,Bacillariophyta,Staurosiraceae,Nanofrustulum,Protists
Navicula,50949,Bacillariophyta,Naviculaceae,Navicula,Protists
Phaeodactylum,2849,Bacillariophyta,Phaeodactylaceae,Phaeodactylum,Protists
Pleurosigma,197752,Bacillariophyta,Pleurosigmataceae,Pleurosigma,Protists
Proboscia,216776,Bacillariophyta,Rhizosoleniaceae,Proboscia,Protists
Pseudo-nitzschia,41953,Bacillariophyta,Bacillariaceae,Pseudo-nitzschia,Protists
Rhizosolenia,3004,Bacillariophyta,Rhizosoleniaceae,Rhizosolenia,Protists
Sellaphora,216740,Bacillariophyta,Sellaphoraceae,Sellaphora,Protists
Seminavis,286098,Bacillariophyta,Naviculaceae,Seminavis,Protists
Skeletonema,2842,Bacillariophyta,Skeletonemataceae,Skeletonema,Protists
Stephanopyxis,3006,Bacillariophyta,Stephanopyxidaceae,Stephanopyxis,Protists
Surirella,216753,Bacillariophyta,Surirellaceae,Surirella,Protists
Tabularia,232513,Bacillariophyta,Ulnariaceae,Tabularia,Protists
Thalassiosira,35127,Bacillariophyta,Thalassiosiraceae,Thalassiosira,Protists
Trieres,1529381,Bacillariophyta,Parodontellaceae,Trieres,Protists
Ulnaria,426668,Bacillariophyta,Ulnariaceae,Ulnaria,Protists
Abiotrophia,46123,Bacillota,Aerococcaceae,Abiotrophia,Bacteria
Absicoccus,2718525,Bacillota,Erysipelotrichaceae,Absicoccus,Bacteria
Acetatifactor,1427378,Bacillota,Lachnospiraceae,Acetatifactor,Bacteria
Acetivibrio,35829,Bacillota,Acetivibrionaceae,Acetivibrio,Bacteria
Acetoanaerobium,186831,Bacillota,Filifactoraceae,Acetoanaerobium,Bacteria
Acetobacterium,33951,Bacillota,Eubacteriaceae,Acetobacterium,Bacteria
Acetohalobium,28186,Bacillota,Halobacteroidaceae,Acetohalobium,Bacteria
Acetonema,2373,Bacillota,Acetonemataceae,Acetonema,Bacteria
Acidaminococcaceae,909930,Bacillota,Acidaminococcaceae,NA,Bacteria
Acidaminococcales,1843488,Bacillota,NA,NA,Bacteria
Acidaminococcus,904,Bacillota,Acidaminococcaceae,Acidaminococcus,Bacteria
Acidibacillus,1765682,Bacillota,Alicyclobacillaceae,Acidibacillus,Bacteria
Acididesulfobacillus,2924872,Bacillota,Peptococcaceae,Acididesulfobacillus,Bacteria
Aedoeadaptatus,2981628,Bacillota,Peptoniphilaceae,Aedoeadaptatus,Bacteria
Aeribacillus,1055323,Bacillota,Bacillaceae,Aeribacillus,Bacteria
Aerococcaceae,186827,Bacillota,Aerococcaceae,NA,Bacteria
Aerococcus,1375,Bacillota,Aerococcaceae,Aerococcus,Bacteria
Agathobacter,1766253,Bacillota,Lachnospiraceae,Agathobacter,Bacteria
Agathobaculum,2048137,Bacillota,Butyricicoccaceae,Agathobaculum,Bacteria
Agrilactobacillus,2767875,Bacillota,Lactobacillaceae,Agrilactobacillus,Bacteria
Alicyclobacillaceae,186823,Bacillota,Alicyclobacillaceae,NA,Bacteria
Alicyclobacillus,29330,Bacillota,Alicyclobacillaceae,Alicyclobacillus,Bacteria
Aliicoccus,1647178,Bacillota,Staphylococcaceae,Aliicoccus,Bacteria
Alkalibacterium,99906,Bacillota,Carnobacteriaceae,Alkalibacterium,Bacteria
Alkalicoccobacillus,2893059,Bacillota,Bacillaceae,Alkalicoccobacillus,Bacteria
Alkalihalobacillus,2675234,Bacillota,Bacillaceae,Alkalihalobacillus,Bacteria
Alkalihalobacterium,2893050,Bacillota,Bacillaceae,Alkalihalobacterium,Bacteria
Alkalihalophilus,2893060,Bacillota,Bacillaceae,Alkalihalophilus,Bacteria
Alkaliphilus,114627,Bacillota,Natronincolaceae,Alkaliphilus,Bacteria
Alkalithermobacter,3120163,Bacillota,Tepidibacteraceae,Alkalithermobacter,Bacteria
Allofournierella,1940255,Bacillota,Oscillospiraceae,Allofournierella,Bacteria
Alloiococcus,1651,Bacillota,Carnobacteriaceae,Alloiococcus,Bacteria
Alteribacillus,1433300,Bacillota,Bacillaceae,Alteribacillus,Bacteria
Amedibacillus,2749846,Bacillota,Erysipelotrichaceae,Amedibacillus,Bacteria
Amedibacterium,2749267,Bacillota,Erysipelotrichaceae,Amedibacterium,Bacteria
Aminipila,2060094,Bacillota,Anaerovoracaceae,Aminipila,Bacteria
Ammonifex,42837,Bacillota,Thermoanaerobacteraceae,Ammonifex,Bacteria
Ammoniphilus,66862,Bacillota,Paenibacillaceae,Ammoniphilus,Bacteria
Amphibacillus,29331,Bacillota,Bacillaceae,Amphibacillus,Bacteria
Anaerobacillus,704093,Bacillota,Bacillaceae,Anaerobacillus,Bacteria
Anaerobranca,42447,Bacillota,Proteinivoracaceae,Anaerobranca,Bacteria
Anaerobutyricum,2569097,Bacillota,Lachnospiraceae,Anaerobutyricum,Bacteria
Anaerococcus,165779,Bacillota,Peptoniphilaceae,Anaerococcus,Bacteria
Anaerocolumna,1843210,Bacillota,Lachnospiraceae,Anaerocolumna,Bacteria
Anaeroglobus,906,Bacillota,Veillonellaceae,Megasphaera,Bacteria
Anaeromicropila,3024823,Bacillota,Lachnospiraceae,Anaeromicropila,Bacteria
Anaeroselena,3396986,Bacillota,Acetonemataceae,Anaeroselena,Bacteria
Anaerosolibacter,1780299,Bacillota,Thermotaleaceae,Anaerosolibacter,Bacteria
Anaerosporomusa,1794910,Bacillota,Acetonemataceae,Anaerosporomusa,Bacteria
Anaerostipes,207244,Bacillota,Lachnospiraceae,Anaerostipes,Bacteria
Anaerotruncus,244127,Bacillota,Oscillospiraceae,Anaerotruncus,Bacteria
Anaerovibrio,82373,Bacillota,Selenomonadaceae,Anaerovibrio,Bacteria
Anaerovoracaceae,543314,Bacillota,Anaerovoracaceae,NA,Bacteria
Aneurinibacillus,55079,Bacillota,Paenibacillaceae,Aneurinibacillus,Bacteria
Anoxybacillus,150247,Bacillota,Anoxybacillaceae,Anoxybacillus,Bacteria
Anoxybacter,1769008,Bacillota,NA,Anoxybacter,Bacteria
Anoxybacteroides,3389905,Bacillota,Anoxybacillaceae,Anoxybacteroides,Bacteria
Apilactobacillus,2767877,Bacillota,Lactobacillaceae,Apilactobacillus,Bacteria
Aquibacillus,1647190,Bacillota,Bacillaceae,Aquibacillus,Bacteria
Atopostipes,292480,Bacillota,Carnobacteriaceae,Atopostipes,Bacteria
Bacillaceae,186817,Bacillota,Bacillaceae,NA,Bacteria
Bacillales,1385,Bacillota,NA,NA,Bacteria
Bacilli,91061,Bacillota,NA,NA,Bacteria
Bacillota,1239,Bacillota,NA,NA,Bacteria
Bhargavaea,941338,Bacillota,Caryophanaceae,Bhargavaea,Bacteria
Biomaibacter,2770094,Bacillota,Tepidanaerobacteraceae,Biomaibacter,Bacteria
Blautia,572511,Bacillota,Lachnospiraceae,Blautia,Bacteria
Brevibacillus,55080,Bacillota,Paenibacillaceae,Brevibacillus,Bacteria
Brochothrix,2755,Bacillota,Listeriaceae,Brochothrix,Bacteria
Brotocaccenecus,3064194,Bacillota,Oscillospiraceae,Brotocaccenecus,Bacteria
Butyricicoccus,580596,Bacillota,Butyricicoccaceae,Butyricicoccus,Bacteria
Butyrivibrio,830,Bacillota,Lachnospiraceae,Butyrivibrio,Bacteria
Caenibacillus,1940395,Bacillota,Sporolactobacillaceae,Caenibacillus,Bacteria
Caldalkalibacillus,379065,Bacillota,Bacillaceae,Caldalkalibacillus,Bacteria
Caldanaerobacter,249529,Bacillota,Thermoanaerobacteraceae,Caldanaerobacter,Bacteria
Caldanaerobius,862261,Bacillota,Thermoanaerobacteraceae,Caldanaerobius,Bacteria
Calderihabitans,1326739,Bacillota,Calderihabitantaceae,Calderihabitans,Bacteria
Caldibacillus,1276290,Bacillota,Bacillaceae,Caldibacillus,Bacteria
Caldicellulosiruptor,44000,Bacillota,Caldicellulosiruptoraceae,Caldicellulosiruptor,Bacteria
Caldinitratiruptor,1006480,Bacillota,Symbiobacteriaceae,Caldinitratiruptor,Bacteria
Caldisalinibacter,1640153,Bacillota,Thermohalobacteraceae,Caldisalinibacter,Bacteria
Calditerricola,373053,Bacillota,Bacillaceae,Calditerricola,Bacteria
Caloramator,44258,Bacillota,Clostridiaceae,Caloramator,Bacteria
Calorimonas,2707768,Bacillota,Thermoanaerobacteraceae,Calorimonas,Bacteria
Caproicibacter,2576755,Bacillota,Acutalibacteraceae,Caproicibacter,Bacteria
Caproiciproducens,1738645,Bacillota,Acutalibacteraceae,Caproiciproducens,Bacteria
Carboxydocella,178898,Bacillota,Clostridiales Family XVI. Incertae Sedis,Carboxydocella,Bacteria
Carboxydothermus,129957,Bacillota,Thermoanaerobacteraceae,Carboxydothermus,Bacteria
Carnobacteriaceae,186828,Bacillota,Carnobacteriaceae,NA,Bacteria
Carnobacterium,2747,Bacillota,Carnobacteriaceae,Carnobacterium,Bacteria
Catenibacillus,2316203,Bacillota,Lachnospiraceae,Catenibacillus,Bacteria
Catenibacterium,135858,Bacillota,Coprobacillaceae,Catenibacterium,Bacteria
Catonella,43996,Bacillota,Lachnospiraceae,Catonella,Bacteria
Chengkuizengella,2026172,Bacillota,Paenibacillaceae,Chengkuizengella,Bacteria
Christensenella,990721,Bacillota,Christensenellaceae,Christensenella,Bacteria
Christensenellaceae,990719,Bacillota,Christensenellaceae,NA,Bacteria
Claveliimonas,3076670,Bacillota,Lachnospiraceae,Claveliimonas,Bacteria
Clostridia,186801,Bacillota,NA,NA,Bacteria
Clostridiaceae,31979,Bacillota,Clostridiaceae,NA,Bacteria
Clostridiales,186802,Bacillota,NA,NA,Bacteria
Clostridioides,1870884,Bacillota,Peptostreptococcaceae,Clostridioides,Bacteria
Clostridium,1485,Bacillota,Clostridiaceae,Clostridium,Bacteria
Cohnella,329857,Bacillota,Paenibacillaceae,Cohnella,Bacteria
Colidextribacter,1980681,Bacillota,NA,Colidextribacter,Bacteria
Collibacillus,3046397,Bacillota,Alicyclobacillaceae,Collibacillus,Bacteria
Companilactobacillus,2767879,Bacillota,Lactobacillaceae,Companilactobacillus,Bacteria
Compostibacillus,1769738,Bacillota,Bacillaceae,Compostibacillus,Bacteria
Coprobacillaceae,2810280,Bacillota,Coprobacillaceae,NA,Bacteria
Coprobacillus,100883,Bacillota,Coprobacillaceae,Coprobacillus,Bacteria
Coprococcus,33042,Bacillota,Lachnospiraceae,Coprococcus,Bacteria
Cytobacillus,2675230,Bacillota,Bacillaceae,Cytobacillus,Bacteria
Defluviitaleaceae,1185407,Bacillota,Defluviitaleaceae,NA,Bacteria
Dehalobacter,56112,Bacillota,Desulfitobacteriaceae,Dehalobacter,Bacteria
Desertibacillus,2039709,Bacillota,Bacillaceae,Desertibacillus,Bacteria
Desmospora,500614,Bacillota,Thermoactinomycetaceae,Desmospora,Bacteria
Desulfitibacter,293136,Bacillota,Desulfitibacteraceae,Desulfitibacter,Bacteria
Desulfitobacteriaceae,2937909,Bacillota,Desulfitobacteriaceae,NA,Bacteria
Desulfitobacterium,36853,Bacillota,Desulfitobacteriaceae,Desulfitobacterium,Bacteria
Desulfocucumis,2026179,Bacillota,Desulfocucumaceae,Desulfocucumis,Bacteria
Desulfofarcimen,2282742,Bacillota,Peptococcaceae,Desulfofarcimen,Bacteria
Desulfofundulus,2282741,Bacillota,Peptococcaceae,Desulfofundulus,Bacteria
Desulforadius,2916692,Bacillota,Peptococcaceae,Desulforadius,Bacteria
Desulforamulus,2916693,Bacillota,Peptococcaceae,Desulforamulus,Bacteria
Desulforudis,471826,Bacillota,Candidatus Desulforudaceae,Candidatus Desulforudis,Bacteria
Desulfoscipio,2867376,Bacillota,Desulfallaceae,Desulfoscipio,Bacteria
Desulfosporosinus,79206,Bacillota,Desulfitobacteriaceae,Desulfosporosinus,Bacteria
Desulfotomaculum,1562,Bacillota,Desulfotomaculaceae,Desulfotomaculum,Bacteria
Desulfotruncus,2867377,Bacillota,Desulfallaceae,Desulfotruncus,Bacteria
Desulfovirgula,418453,Bacillota,Thermoanaerobacteraceae,Desulfovirgula,Bacteria
Dethiobacter,427925,Bacillota,Dethiobacteraceae,Dethiobacter,Bacteria
Dialister,39948,Bacillota,Veillonellaceae,Dialister,Bacteria
Domibacillus,1433999,Bacillota,Bacillaceae,Domibacillus,Bacteria
Dorea,189330,Bacillota,Lachnospiraceae,Dorea,Bacteria
Dysosmobacter,2591381,Bacillota,Oscillospiraceae,Dysosmobacter,Bacteria
Ectobacillus,2837502,Bacillota,Bacillaceae,Ectobacillus,Bacteria
Effusibacillus,1502725,Bacillota,Alicyclobacillaceae,Effusibacillus,Bacteria
Eggerthia,1279384,Bacillota,Coprobacillaceae,Eggerthia,Bacteria
Emergencia,1926556,Bacillota,Anaerovoracaceae,Emergencia,Bacteria
Enterocloster,2719313,Bacillota,Lachnospiraceae,Enterocloster,Bacteria
Enterococcus,1350,Bacillota,Enterococcaceae,Enterococcus,Bacteria
Epulopiscium,2383,Bacillota,Lachnospiraceae,Candidatus Epulonipiscium,Bacteria
Erysipelothrix,1647,Bacillota,Erysipelotrichaceae,Erysipelothrix,Bacteria
Erysipelotrichaceae,128827,Bacillota,Erysipelotrichaceae,NA,Bacteria
Erysipelotrichales,526525,Bacillota,NA,NA,Bacteria
Eshraghiella,3342669,Bacillota,Lachnospiraceae,Eshraghiella,Bacteria
Ethanoligenens,253238,Bacillota,Oscillospiraceae,Ethanoligenens,Bacteria
Eubacteriaceae,186806,Bacillota,Eubacteriaceae,NA,Bacteria
Eubacteriales,186802,Bacillota,NA,NA,Bacteria
Eubacterium,1730,Bacillota,Eubacteriaceae,Eubacterium,Bacteria
Eupransor,3161151,Bacillota,Lactobacillaceae,Eupransor,Bacteria
Evansella,2837485,Bacillota,Bacillaceae,Evansella,Bacteria
Exiguobacterium,33986,Bacillota,NA,Exiguobacterium,Bacteria
Facklamia,66831,Bacillota,Aerococcaceae,Facklamia,Bacteria
Faecalibacillus,2678885,Bacillota,Coprobacillaceae,Faecalibacillus,Bacteria
Faecalibacterium,216851,Bacillota,Oscillospiraceae,Faecalibacterium,Bacteria
Faecalibaculum,1729679,Bacillota,Erysipelotrichaceae,Faecalibaculum,Bacteria
Faecalicatena,2005359,Bacillota,Lachnospiraceae,Faecalicatena,Bacteria
Faecalitalea,1573534,Bacillota,Erysipelotrichaceae,Faecalitalea,Bacteria
Falsibacillus,1270155,Bacillota,Bacillaceae,Falsibacillus,Bacteria
Fastidiosipila,236752,Bacillota,Oscillospiraceae,Fastidiosipila,Bacteria
Ferroacidibacillus,3025863,Bacillota,Alicyclobacillaceae,Ferroacidibacillus,Bacteria
Fervidicella,1403538,Bacillota,Clostridiaceae,Fervidicella,Bacteria
Ferviditalea,3276290,Bacillota,Paenibacillaceae,Ferviditalea,Bacteria
Fictibacillus,1329200,Bacillota,Fictibacillaceae,Fictibacillus,Bacteria
Finegoldia,150022,Bacillota,Peptoniphilaceae,Finegoldia,Bacteria
Flavonifractor,946234,Bacillota,Oscillospiraceae,Flavonifractor,Bacteria
Flintibacter,1918454,Bacillota,NA,Flintibacter,Bacteria
Fodinisporobacter,3156481,Bacillota,Alicyclobacillaceae,Fodinisporobacter,Bacteria
Fredinandcohnia,2837501,Bacillota,Bacillaceae,Fredinandcohnia,Bacteria
Fructobacillus,559173,Bacillota,Lactobacillaceae,Fructobacillus,Bacteria
Fundicoccus,2761542,Bacillota,Aerococcaceae,Fundicoccus,Bacteria
Fusibacter,76008,Bacillota,Fusibacteraceae,Fusibacter,Bacteria
Fusicatenibacter,1407607,Bacillota,Lachnospiraceae,Fusicatenibacter,Bacteria
Gallicola,162290,Bacillota,Peptoniphilaceae,Gallicola,Bacteria
Gelria,189326,Bacillota,Thermoanaerobacteraceae,Gelria,Bacteria
Gemella,1378,Bacillota,Gemellaceae,Gemella,Bacteria
Gemelliphila,3076174,Bacillota,Gemellaceae,Gemelliphila,Bacteria
Gemmiger,204475,Bacillota,NA,Gemmiger,Bacteria
Geobacillus,129337,Bacillota,Anoxybacillaceae,Geobacillus,Bacteria
Geomicrobium,767528,Bacillota,NA,Geomicrobium,Bacteria
Geosporobacter,390805,Bacillota,Thermotaleaceae,Geosporobacter,Bacteria
Globicatella,13075,Bacillota,Aerococcaceae,Globicatella,Bacteria
Gordoniibacillus,3151590,Bacillota,Paenibacillaceae,Gordoniibacillus,Bacteria
Gorillibacterium,1689250,Bacillota,Paenibacillaceae,Gorillibacterium,Bacteria
Gottfriedia,2837503,Bacillota,Bacillaceae,Gottfriedia,Bacteria
Gottschalkia,1505664,Bacillota,Gottschalkiaceae,Gottschalkia,Bacteria
Gottschalkiaceae,2042895,Bacillota,Gottschalkiaceae,NA,Bacteria
Gracilibacillus,74385,Bacillota,Bacillaceae,Gracilibacillus,Bacteria
Gracilibacter,342658,Bacillota,Gracilibacteraceae,Gracilibacter,Bacteria
Granulicatella,117563,Bacillota,Carnobacteriaceae,Granulicatella,Bacteria
Halalkalibacter,2893056,Bacillota,Bacillaceae,Halalkalibacter,Bacteria
Halanaerobiaceae,972,Bacillota,Halanaerobiaceae,NA,Bacteria
Halanaerobiales,53433,Bacillota,NA,NA,Bacteria
Halanaerobium,2330,Bacillota,Halanaerobiaceae,Halanaerobium,Bacteria
Halobacillus,45667,Bacillota,Bacillaceae,Halobacillus,Bacteria
Halobacteroides,42417,Bacillota,Halobacteroidaceae,Halobacteroides,Bacteria
Halocella,46466,Bacillota,Halanaerobiaceae,Halocella,Bacteria
Halolactibacillus,306539,Bacillota,Bacillaceae,Halolactibacillus,Bacteria
Halothermothrix,32636,Bacillota,Halothermotrichaceae,Halothermothrix,Bacteria
Hathewaya,1769729,Bacillota,Clostridiaceae,Hathewaya,Bacteria
Helcococcus,31983,Bacillota,Peptoniphilaceae,Helcococcus,Bacteria
Helicovermis,3136917,Bacillota,Caminicellaceae,Helicovermis,Bacteria
Heliobacterium,2697,Bacillota,Heliobacteriaceae,Heliobacterium,Bacteria
Heliomicrobium,2831443,Bacillota,Heliobacteriaceae,Heliomicrobium,Bacteria
Herbinix,1663717,Bacillota,Lachnospiraceae,Herbinix,Bacteria
Heyndrickxia,2837504,Bacillota,Bacillaceae,Heyndrickxia,Bacteria
Holdemania,61170,Bacillota,Erysipelotrichaceae,Holdemania,Bacteria
Hungatella,1649459,Bacillota,Lachnospiraceae,Hungatella,Bacteria
Hydrogenibacillus,1609627,Bacillota,Bacillales Family X. Incertae Sedis,Hydrogenibacillus,Bacteria
Hydrogenispora,1501224,Bacillota,NA,Hydrogenispora,Bacteria
Hydrogenoanaerobacterium,596767,Bacillota,Oscillospiraceae,Hydrogenoanaerobacterium,Bacteria
Ignavigranum,89092,Bacillota,Aerococcaceae,Ignavigranum,Bacteria
Insulibacter,3036657,Bacillota,Paenibacillaceae,Insulibacter,Bacteria
Intestinibacter,1505657,Bacillota,Peptostreptococcaceae,Intestinibacter,Bacteria
Intestinibaculum,2679910,Bacillota,Erysipelotrichaceae,Intestinibaculum,Bacteria
